"axis","series","bin_unit","bin","variance","predicted","observed","fitted_predicted","lower","upper","unit","n_samples","probability","effective_sample_size","effective_size_type","effective_size_definition","uncertainty","scope","region","group"
"length","F12_R1","cm",35,,0,1,0,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",37,,0,4,0,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",39,,0,5,0,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",41,,0,15,0,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",43,,1.13452290301938,22,1.13452290301938,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",45,,19.4452116704571,62,19.4452116704571,,,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",47,51072.8555198734,104.907746717973,145,104.907746717973,0,547.84597190841,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",49,72785.8730733633,285.851403274106,495,285.851403274106,0,814.627285987751,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",51,100320.930491502,439.083037085567,953,439.083037085567,0,1059.87182833169,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",53,95913.9340484184,468.765271471794,625,468.765271471794,0,1075.76562400692,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",55,99231.7066909393,525.190861724242,663,525.190861724242,0,1142.6003813791,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",57,118396.518629431,919.865673435932,1291,919.865673435932,245.465680235678,1594.26566663619,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",59,156155.17836272,1591.21594911554,1847,1591.21594911554,816.707274329686,2365.72462390139,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",61,191064.714884347,2053.47166001792,2293,2053.47166001792,1196.75278295504,2910.1905370808,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",63,183700.726634483,1962.33519605728,2071,1962.33519605728,1122.28830647435,2802.38208564021,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",65,156312.045554586,1654.20946896703,1599,1654.20946896703,879.311871747625,2429.10706618643,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",67,123159.377492399,1619.55994047357,1128,1619.55994047357,931.728800571218,2307.39108037593,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",69,134522.064611457,1849.57282935307,1239,1849.57282935307,1130.71194456404,2568.4337141421,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",71,154676.439344663,1950.87777663697,1590,1950.87777663697,1180.04499822513,2721.71055504881,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",73,156614.730978328,1715.5020572608,1578,1715.5020572608,939.854560154461,2491.14955436715,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",75,146911.622701637,1268.47316667688,1356,1268.47316667688,517.237551912986,2019.70878144078,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",77,122289.435217631,876.156904829078,1026,876.156904829078,190.759334367617,1561.55447529054,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",79,102064.10004272,649.115421307226,741,649.115421307226,22.9564659410079,1275.27437667344,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",81,84811.1012906326,525.054065349658,529,525.054065349658,0,1095.8415504487,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",83,70400.5891749136,414.289775399133,336,414.289775399133,0,934.329162626711,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",85,60377.7201603999,310.085442184389,168,310.085442184389,0,791.685406556865,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",87,55623.2894129056,220.204813124882,95,220.204813124882,0,682.4542866251,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",89,53346.9759058994,160.239828554877,68,160.239828554877,0,612.932010010526,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",91,51262.1042279198,125.805030008475,26,125.805030008475,0,569.563142558188,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",93,33699.0932434977,102.398585312285,23,102.398585312285,0,462.195304293473,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F12_R1","cm",95,28711.2010549868,79.3445438970576,22,79.3445438970576,0,411.448287545637,"count",27,0.95,406.783783783784,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
