"time","metric","group","value","unit","definition","model","label"
2043,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2043,"catch","all",175791.335967729,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2044,"total_biomass","all",2287308.88666506,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2044,"biomass_depletion","all",0.72496649851704,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2044,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2044,"catch","all",175856.664149126,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2045,"total_biomass","all",2282401.00964795,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2045,"biomass_depletion","all",0.723410938427631,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2045,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2045,"catch","all",175479.328632566,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2046,"total_biomass","all",2277977.80639207,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2046,"biomass_depletion","all",0.722008996523178,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2046,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2046,"catch","all",175139.256605579,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2047,"total_biomass","all",2285908.41774142,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2047,"biomass_depletion","all",0.7245226174751,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2047,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2047,"catch","all",175748.990981505,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2048,"total_biomass","all",2280283.63945145,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2048,"biomass_depletion","all",0.722739834290201,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2048,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2048,"catch","all",175316.537475807,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2049,"total_biomass","all",2322019.85623764,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2049,"biomass_depletion","all",0.735968200218927,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2049,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2049,"catch","all",178525.370310328,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2050,"total_biomass","all",2322681.53985953,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2050,"biomass_depletion","all",0.736177921984661,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2050,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2050,"catch","all",178576.242964716,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2051,"total_biomass","all",2342216.09521211,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2051,"biomass_depletion","all",0.742369433011707,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2051,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2051,"catch","all",180078.130951934,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2052,"total_biomass","all",2333362.09543245,"t","Illustrative surplus-production total_biomass","higher-F-3","higher-F 3"
2052,"biomass_depletion","all",0.739563142503438,"ratio","Illustrative surplus-production biomass_depletion","higher-F-3","higher-F 3"
2052,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-3","higher-F 3"
2052,"catch","all",179397.403099783,"t","Illustrative surplus-production catch","higher-F-3","higher-F 3"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2023,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2023,"catch","all",69419.6589569872,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2024,"total_biomass","all",1011438.78342725,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2024,"biomass_depletion","all",0.320577267705497,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2024,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2024,"catch","all",77763.109076143,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2025,"total_biomass","all",1126336.90420168,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2025,"biomass_depletion","all",0.356994425348546,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2025,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2025,"catch","all",86596.896394591,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2026,"total_biomass","all",1248596.78591422,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2026,"biomass_depletion","all",0.395744905824087,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2026,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2026,"catch","all",95996.6827909886,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2027,"total_biomass","all",1374847.1787551,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2027,"biomass_depletion","all",0.435760185687623,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2027,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2027,"catch","all",105703.274262718,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2028,"total_biomass","all",1504580.52847932,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2028,"biomass_depletion","all",0.476879394745383,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2028,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2028,"catch","all",115677.648185016,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2029,"total_biomass","all",1627373.06332847,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2029,"biomass_depletion","all",0.515798700551698,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2029,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2029,"catch","all",125118.386900665,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2030,"total_biomass","all",1752966.82858082,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2030,"biomass_depletion","all",0.555605861168001,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2030,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2030,"catch","all",134774.494444326,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2031,"total_biomass","all",1836744.20888947,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2031,"biomass_depletion","all",0.582159246419717,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2031,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2031,"catch","all",141215.605532611,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2032,"total_biomass","all",1943434.84076271,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2032,"biomass_depletion","all",0.615975026293017,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2032,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2032,"catch","all",149418.371117344,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2033,"total_biomass","all",2026332.09236685,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2033,"biomass_depletion","all",0.642249453233124,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2033,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2033,"catch","all",155791.814695176,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2034,"total_biomass","all",2062261.76722027,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2034,"biomass_depletion","all",0.653637425676723,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2034,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2034,"catch","all",158554.219371048,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2035,"total_biomass","all",2095975.30347293,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2035,"biomass_depletion","all",0.66432298916673,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2035,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2035,"catch","all",161146.239214378,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2036,"total_biomass","all",2173014.7255531,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2036,"biomass_depletion","all",0.688740766931181,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2036,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2036,"catch","all",167069.311456164,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2037,"total_biomass","all",2211107.8166896,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2037,"biomass_depletion","all",0.700814437898806,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2037,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2037,"catch","all",169998.047480165,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2038,"total_biomass","all",2234005.38368853,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2038,"biomass_depletion","all",0.708071861270242,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2038,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2038,"catch","all",171758.4960899,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2039,"total_biomass","all",2261206.67509845,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2039,"biomass_depletion","all",0.716693357520072,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2039,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2039,"catch","all",173849.830756496,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2040,"total_biomass","all",2259693.66950656,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2040,"biomass_depletion","all",0.716213807786943,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2040,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2040,"catch","all",173733.505358655,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2041,"total_biomass","all",2273728.08624967,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2041,"biomass_depletion","all",0.720662040390898,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2041,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2041,"catch","all",174812.522594197,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2042,"total_biomass","all",2299729.13157981,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2042,"biomass_depletion","all",0.728903116574649,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2042,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2042,"catch","all",176811.577956945,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2043,"total_biomass","all",2301671.03813583,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2043,"biomass_depletion","all",0.729518607208455,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2043,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2043,"catch","all",176960.878827948,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2044,"total_biomass","all",2301161.93647039,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2044,"biomass_depletion","all",0.729357246557109,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2044,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2044,"catch","all",176921.737231848,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2045,"total_biomass","all",2299207.62039866,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2045,"biomass_depletion","all",0.728737822705883,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2045,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2045,"catch","all",176771.482271938,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2046,"total_biomass","all",2331345.96681107,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2046,"biomass_depletion","all",0.738924127057939,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2046,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2046,"catch","all",179242.395765216,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2047,"total_biomass","all",2341253.17876596,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2047,"biomass_depletion","all",0.742064234982528,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2047,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2047,"catch","all",180004.09841743,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2048,"total_biomass","all",2321423.6380548,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2048,"biomass_depletion","all",0.735779227837066,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2048,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2048,"catch","all",178479.530878081,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2049,"total_biomass","all",2316590.8501451,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2049,"biomass_depletion","all",0.734247467369821,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2049,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2049,"catch","all",178107.968486445,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2050,"total_biomass","all",2295142.39639368,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2050,"biomass_depletion","all",0.727449342942716,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2050,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2050,"catch","all",176458.932997678,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2051,"total_biomass","all",2306041.87943999,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2051,"biomass_depletion","all",0.730903952901958,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2051,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2051,"catch","all",177296.925076776,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2052,"total_biomass","all",2318042.10020711,"t","Illustrative surplus-production total_biomass","higher-F-4","higher-F 4"
2052,"biomass_depletion","all",0.734707443581195,"ratio","Illustrative surplus-production biomass_depletion","higher-F-4","higher-F 4"
2052,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-4","higher-F 4"
2052,"catch","all",178219.545893519,"t","Illustrative surplus-production catch","higher-F-4","higher-F 4"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2023,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2023,"catch","all",69419.6589569872,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2024,"total_biomass","all",1009623.77648089,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2024,"biomass_depletion","all",0.320001998121944,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2024,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2024,"catch","all",77623.5647107731,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2025,"total_biomass","all",1110153.37301587,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2025,"biomass_depletion","all",0.351865027213551,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2025,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2025,"catch","all",85352.6473886602,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2026,"total_biomass","all",1230662.91914376,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2026,"biomass_depletion","all",0.390060735805227,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2026,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2026,"catch","all",94617.8615902602,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2027,"total_biomass","all",1322124.74570766,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2027,"biomass_depletion","all",0.419049719557518,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2027,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2027,"catch","all",101649.780982645,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2028,"total_biomass","all",1469071.70958105,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2028,"biomass_depletion","all",0.465624813322982,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2028,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2028,"catch","all",112947.600452622,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2029,"total_biomass","all",1578048.88586376,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2029,"biomass_depletion","all",0.500165317392435,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2029,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2029,"catch","all",121326.163925705,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2030,"total_biomass","all",1646993.53454614,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2030,"biomass_depletion","all",0.522017442760437,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2030,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2030,"catch","all",126626.880413496,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2031,"total_biomass","all",1775945.80574837,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2031,"biomass_depletion","all",0.562889087632857,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2031,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2031,"catch","all",136541.202165265,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2032,"total_biomass","all",1877904.69127828,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2032,"biomass_depletion","all",0.595205132337729,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2032,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2032,"catch","all",144380.173803151,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2033,"total_biomass","all",1915859.18711277,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2033,"biomass_depletion","all",0.607234875285226,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2033,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2033,"catch","all",147298.25411396,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2034,"total_biomass","all",1988618.69070771,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2034,"biomass_depletion","all",0.630296125500526,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2034,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2034,"catch","all",152892.270585433,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2035,"total_biomass","all",2038017.89531503,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2035,"biomass_depletion","all",0.645953288642103,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2035,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2035,"catch","all",156690.261921238,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2036,"total_biomass","all",2121246.65404924,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2036,"biomass_depletion","all",0.672332787339123,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2036,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2036,"catch","all",163089.19297843,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2037,"total_biomass","all",2200098.48836116,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2037,"biomass_depletion","all",0.69732501228785,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2037,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2037,"catch","all",169151.610094445,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2038,"total_biomass","all",2232402.06659286,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2038,"biomass_depletion","all",0.707563687150148,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2038,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2038,"catch","all",171635.227213684,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2039,"total_biomass","all",2272091.62914679,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2039,"biomass_depletion","all",0.720143362488335,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2039,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2039,"catch","all",174686.705793146,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2040,"total_biomass","all",2311240.78279383,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2040,"biomass_depletion","all",0.732551754290976,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2040,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2040,"catch","all",177696.635761402,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2041,"total_biomass","all",2311856.16843136,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2041,"biomass_depletion","all",0.732746801830674,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2041,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2041,"catch","all",177743.948857596,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2042,"total_biomass","all",2326207.39883153,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2042,"biomass_depletion","all",0.737295449069917,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2042,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2042,"catch","all",178847.323884608,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2043,"total_biomass","all",2326493.00544672,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2043,"biomass_depletion","all",0.737385972579432,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2043,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2043,"catch","all",178869.28236468,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2044,"total_biomass","all",2321721.13652767,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2044,"biomass_depletion","all",0.735873520491394,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2044,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2044,"catch","all",178502.40364762,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2045,"total_biomass","all",2332093.45894182,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2045,"biomass_depletion","all",0.739161045978622,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2045,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2045,"catch","all",179299.865691275,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2046,"total_biomass","all",2330823.12766108,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2046,"biomass_depletion","all",0.738758412287158,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2046,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2046,"catch","all",179202.197981112,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2047,"total_biomass","all",2347060.36804399,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2047,"biomass_depletion","all",0.743904833644853,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2047,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2047,"catch","all",180450.576346349,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
